"total_cup_points","species","owner","country_of_origin","farm_name","variety","processing_method","aroma","flavor","aftertaste","acidity","body","balance","uniformity","clean_cup","sweetness","cupper_points","moisture","category_one_defects","quakers","color","altitude_low_meters","altitude_high_meters","altitude_mean_meters"
"82.17","Arabica","cadexsa","Honduras","bethel","Catuai","Washed / Wet","7.67","7.5","7.25","7.42","7.58","7.42",10,10,10,"7.33","0.11",0,0,"Green",1350,1350,1350
"82.17","Arabica","essencecoffee","Guatemala","blue lake","Bourbon","Washed / Wet","7.42","7.42","7.5","7.5","7.42","7.5",10,10,10,"7.42","0.09",0,0,"Blue-Green",1500,1500,1500
"82.17","Arabica","bourbon specialty coffees","Brazil","NA","Mundo Novo","Natural / Dry","7.58","7.5","7.42","7.25","7.5","7.42",10,10,10,"7.5","0.12",0,0,"Green","NA","NA","NA"
"82.17","Arabica","tembo coffee company ltd","Tanzania, United Republic Of","ilomba 2","Other","Washed / Wet","7.75","7.42","7.42","7.58","7.33","7.42",10,10,10,"7.25","0.12",0,0,"Green",1700,1700,1700
"82.17","Arabica","j.andrade","Mexico","el pino","Other","Washed / Wet","7.42","7.33","7.17","7.42","7.33","8.17",10,10,10,"7.33","0.12",0,0,"Green",1100,1100,1100
"82.17","Arabica","lusso lab","Mexico","NA","Other","Washed / Wet","7.5","7.5","7.33","7.42","7.5","7.42",10,10,10,"7.5","0.1",1,0,"None",1200,1600,1400
"82.17","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","song yue coffee 嵩岳咖啡","Typica","Other","7.5","7.5","7.5","7.5","7.5","7.5",10,10,10,"7.17","0.11",0,0,"Green",1200,1200,1200
"82.17","Arabica","lin, che-hao krude 林哲豪","Taiwan","kan tou mountain coffee 崁頭山咖啡館","Typica","Washed / Wet","7.67","7.5","7.5","7.17","7.17","7.58",10,10,10,"7.58",0,0,0,"Green",800,800,800
"82.17","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.33","7.25","7.25","7.58","7.75","7.5",10,10,10,"7.5",0,0,0,"Bluish-Green",1750,1750,1750
"82.17","Arabica","saul m. hernandez ramirez","Mexico","el nanchi","Typica","Washed / Wet","7.5","7.67",7,"7.5","7.33","7.5",10,10,10,"7.67","0.15",1,0,"None",1144,1144,1144
"82.17","Arabica","the coffee source inc.","Guatemala","NA","Caturra","Washed / Wet","7.25","7.75",7,"7.75","8.17","7.75",10,10,"9.33","7.17","0.12",0,0,"None",1350,1350,1350
"82.17","Arabica","salvador caro carrion","Mexico","las truchas","Typica","Washed / Wet","7.5","7.58","7.25","7.5","7.5","7.33",10,10,10,"7.5","0.12",0,0,"Green",1000,1000,1000
"82.17","Arabica","organizaciones de productores de cafe colimense","Mexico","la calera, barranca de la leona, el nogal","Typica","Washed / Wet",7,"7.67","7.5","7.5","7.42","7.5",10,10,10,"7.58","0.1",0,0,"Green",1200,1200,1200
"82.17","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.58","7.67","7.42","7.17","7.17","7.75",10,10,10,"7.42","0.08",0,0,"NA",1800,1800,1800
"82.08","Arabica","sanjava coffee","Indonesia","various","Bourbon","Washed / Wet","7.5","7.5","7.42","7.42","7.5","7.42",10,10,10,"7.33","0.15",0,0,"NA",1300,1300,1300
"82.08","Arabica","raúl vargas","Colombia","NA","Caturra","Washed / Wet","7.75","7.58","7.42","7.67","7.83","7.58","9.33","9.33",10,"7.58",0,0,7,"Green","NA","NA","NA"
"82.08","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.42","7.58","7.42","7.5","7.42","7.25",10,10,10,"7.5","0.11",0,1,"Green",894,894,894
"82.08","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.25","7.25","7.58","7.58","7.25","7.92",10,10,10,"7.25",0,0,0,"Green",1,1,1
"82.08","Arabica","cafetalera internacional cafinter, s.a.","Costa Rica","el patalillo","Caturra","Washed / Wet","7.75","7.42","7.42","7.25","7.17","7.42",10,10,10,"7.67",0,0,0,"Blue-Green",1200,1400,1300
"82.08","Arabica","balam hinyula","Tanzania, United Republic Of","ampcg","Bourbon","Washed / Wet","7.42","7.33","7.42","7.42","7.5","7.58",10,10,10,"7.42","0.12",0,0,"Green",1500,1500,1500
"82.08","Arabica","ngorogoro convenant estate","Tanzania, United Republic Of","ngorogoro convenant estate","Other","Washed / Wet","7.42","7.5","7.5","7.33","7.33","7.5",10,10,10,"7.5","0.12",0,0,"Green",1500,1700,1600
"82.08","Arabica","cafe politico","Colombia","NA","NA","Washed / Wet","7.5","7.42","7.42","7.42","7.67","7.42",10,10,10,"7.25","0.11",1,0,"Green","NA","NA","NA"
"82.08","Arabica","ceca, s.a.","Costa Rica","cafetalera aquiares","Caturra","Washed / Wet","7.58","7.33","7.33","7.33","7.5","7.67",10,10,10,"7.33","0.11",0,0,"Green",13,13,13
"82.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.25","7.58","7.58","7.25","7.5","7.42",10,10,10,"7.5","0.11",0,0,"Bluish-Green","NA","NA","NA"
"82.08","Arabica","el equimite, cafetal biodinámico","Mexico","cafetal el equimite, rancho agroecológico","Typica","Washed / Wet","7.42","7.58","7.5","7.33","7.42","7.42",10,10,10,"7.42","0.13",0,0,"Green",1300,1300,1300
"82.08","Arabica","julio perez hernandez","Mexico","NA","Typica","Washed / Wet","7.5","7.42","7.42","7.5","7.25","7.5",10,10,10,"7.5","0.13",3,0,"Green",1800,1800,1800
"82.08","Arabica","rosa aurora falcon fernandez","Mexico","bola de oro","Typica","Washed / Wet","7.67","7.5","7.25","7.58","7.42","7.33",10,10,10,"7.33","0.11",0,0,"Green",1250,1250,1250
"82.08","Arabica","royal base corporation","Vietnam","apollo co., ltd.","Other","Natural / Dry","7.67",8,"7.17","7.08","7.67","7.08",10,10,10,"7.42","0.12",0,0,"Green",1040,1040,1040
"82.08","Arabica","sergio de la vequia bernardi","Mexico","tomatlancillo","Typica","Washed / Wet","7.58","7.42","7.25","7.75","7.33","7.42",10,10,10,"7.33","0.11",0,0,"Green",1250,1250,1250
"82.08","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Washed / Wet","7.33","7.5","7.33","7.58","7.08","7.83",10,10,10,"7.42","0.1",0,0,"Green","NA","NA","NA"
"82.08","Arabica","carcafe ltda ci","Colombia","NA","NA","NA","7.67","7.42","7.67","7.33","7.25","7.58",10,10,10,"7.17","0.08",1,0,"NA",1600,1600,1600
82,"Arabica","bismarck castro","Honduras","las moras","Caturra","Washed / Wet","7.5","7.5","7.17","7.5","7.5","7.42",10,10,10,"7.42","0.12",0,0,"Green",1600,1600,1600
82,"Arabica","bismarck castro","Honduras","las moras","Caturra","Natural / Dry","7.5","7.5","7.25","7.33","7.42","7.5",10,10,10,"7.5","0.1",0,1,"Green",1600,1600,1600
82,"Arabica","ipanema coffees","Brazil","capoeirinha","Bourbon","Natural / Dry","7.5","7.33","7.42","7.5","7.33","7.42",10,10,10,"7.5","0.11",0,2,"Green",944,944,944
82,"Arabica","didas","Tanzania, United Republic Of","family farm","Other","Washed / Wet","7.67","7.33","7.33","7.42","7.42","7.42",10,10,10,"7.42","0.13",0,0,"Green",1500,1800,1650
82,"Arabica","minwook ku","Laos","club green","Other","Washed / Wet","7.42","7.5","7.25","7.33","7.5","7.5",10,10,10,"7.5","0.12",0,0,"Blue-Green",1250,1250,1250
82,"Arabica","finca estate","Tanzania, United Republic Of","finca estate","Other","Washed / Wet","7.42","7.42","7.33","7.58","7.33","7.42",10,10,10,"7.5","0.12",0,0,"Green",1300,1400,1350
82,"Arabica","afca","Malawi","chikali","Gesha","Washed / Wet","7.5","7.42","7.33","7.58","7.33","7.5",10,10,10,"7.33","0.13",0,0,"Bluish-Green",2500,2500,2500
82,"Arabica","lin, che-hao krude 林哲豪","Taiwan","you siang coffee farmtainan, taiwan 台灣台南優香咖啡","Typica","Washed / Wet","7.33","7.5","7.17","7.42","7.5","7.33",10,10,10,"7.75","0.09",0,0,"Green",600,600,600
82,"Arabica","doi tung development project","Thailand","NA","NA","Washed / Wet","7.58","7.5","7.42","7.42","7.33","7.42",10,10,10,"7.33","0.11",0,0,"Green",800,800,800
82,"Arabica","eric thormaehlen","Costa Rica","various","Catuai","Washed / Wet","7.5","7.25","7.33","7.33","7.75","7.5",10,10,10,"7.33","0.1",0,0,"Green",1200,1400,1300
82,"Arabica","beneficio santa rosa","Honduras","bsr","Caturra","Washed / Wet","7.33","7.33","7.33","7.5","7.5","7.83",10,10,10,"7.17","0.11",0,0,"Green",1400,1400,1400
82,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.33","7.33","7.58","7.5","7.5","7.58",10,10,10,"7.17","0.11",0,0,"Green",1800,2000,1900
82,"Arabica","lin, che-hao krude 林哲豪","Taiwan","gao chun fang 高醇坊","Typica","Washed / Wet","7.42","7.58","7.33","7.42",8,"7.5","9.33",10,10,"7.42","0.12",0,0,"Bluish-Green",600,700,650
82,"Arabica","owen carver","Brazil","café do paraíso","Mundo Novo","Natural / Dry","7.33","7.67","7.42","7.17","7.33","7.42",10,10,10,"7.67","0.11",0,0,"Blue-Green",894,1183,"1038.5"
82,"Arabica","jorge octavio escamilla prado","Mexico","la ceiba","Typica","Washed / Wet","7.67","7.33","7.25","7.5","7.42","7.42",10,10,10,"7.42","0.12",0,0,"Green",940,940,940
82,"Arabica","nucoffee","Brazil","campo das flores","Mundo Novo","Natural / Dry","7.42","7.5","7.33","7.5","7.33","7.5",10,10,10,"7.42","0.12",0,0,"Green",1000,1000,1000
82,"Arabica","nucoffee","Brazil","são josé da lagoa","Catuai","Semi-washed / Semi-pulped","7.42","7.5","7.25","7.5","7.5","7.42",10,10,10,"7.42","0.11",0,0,"Blue-Green",1050,1050,1050
82,"Arabica","juan luis alvarado romero","Guatemala","el faro","Bourbon","Natural / Dry","7.33","7.33","7.33","7.5","7.67","7.67",10,10,10,"7.17","0.11",0,0,"Green","NA","NA","NA"
82,"Arabica","nucoffee","Brazil","santa mariana/são vicente","Mundo Novo","Semi-washed / Semi-pulped","7.58","7.5","7.17","7.5","7.5","7.42",10,10,10,"7.33","0.12",0,0,"Green",950,950,950
82,"Arabica","felipe isaza","Guatemala","conquista / morito","Bourbon","Washed / Wet","7.75","7.33","7.33","7.42","7.75","7.67",10,10,"9.33","7.42",0,0,0,"Green","1402.08","1402.08","1402.08"
82,"Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","NA","7.33",7,"7.08","7.42","7.5","7.67",10,10,10,8,"0.07",0,0,"NA",1600,1950,1775
"81.92","Arabica","juan luis alvarado romero","Guatemala","la esperanza","Bourbon","Washed / Wet","7.58","7.5","7.25","7.58","7.58","7.5","9.33",10,10,"7.58","0.1",0,0,"Green",1901,1901,1901
"81.92","Arabica","juan luis alvarado romero","Guatemala","las delicias","Bourbon","Washed / Wet","7.5","7.5","7.25","7.42","7.42","7.42",10,10,10,"7.42","0.11",0,2,"Green","1219.2","1219.2","1219.2"
"81.92","Arabica","bismarck castro","Honduras","los hicaques","Caturra","Washed / Wet","7.58","7.5","7.25","7.33","7.42","7.5",10,10,10,"7.33","0.12",0,0,"Green",1400,1400,1400
"81.92","Arabica","gabriel barbara","Brazil","santa bárbara","Catuai","Natural / Dry","7.42","7.33","7.33","7.5","7.5","7.33",10,10,10,"7.5","0.11",0,0,"Green",1020,1020,1020
"81.92","Arabica","consejo salvadoreño del café","El Salvador","la esperanza","Bourbon","Washed / Wet","7.67","7.58","7.33","7.5","7.5","7.67",10,10,"9.33","7.33","0.11",0,0,"Green",1250,1250,1250
"81.92","Arabica","juan luis alvarado romero","Guatemala","las cebollas y anexos","Catuai","Washed / Wet","7.58","7.58","7.17","7.83","7.17","7.33",10,10,10,"7.25","0.11",0,0,"Green",1300,1800,1550
"81.92","Arabica","mcomafa co ltd","Tanzania, United Republic Of","mcomafa farm no1155gr","Other","Washed / Wet","7.33","7.33","7.33","7.42","7.5","7.58",10,10,10,"7.42","0.12",0,0,"Green",1877,1877,1877
"81.92","Arabica","chris finch","Nicaragua","NA","NA","Washed / Wet","7.58","7.42","7.25","7.17","7.5","7.67",10,10,10,"7.33","0.12",3,0,"Green","NA","NA","NA"
"81.92","Arabica","lusso lab","Zambia","mubuyu munali","SL28","Washed / Wet","7.67","7.08","7.42","7.33","7.75","7.42",10,10,10,"7.25",0,1,0,"NA",1000,1500,1250
"81.92","Arabica","rob tuttle","Honduras","NA","NA","Washed / Wet","7.42","7.33","7.33","7.58","7.33","7.5",10,10,10,"7.42","0.11",0,0,"Green","NA","NA","NA"
"81.92","Arabica","cqi taiwan icp cqi台灣合作夥伴","Taiwan","dragon coffee 龍咖啡","Typica","Other","7.5","7.5","7.42","7.25","7.5","7.5",10,10,10,"7.25","0.11",0,0,"Green",1000,1000,1000
"81.92","Arabica","calixto guillen vazquez","Mexico","various","Bourbon","Washed / Wet","7.58","7.5","7.25","7.58","7.5","7.25",10,10,10,"7.25","0.12",0,0,"Green",1300,1300,1300
"81.92","Arabica","saul m. hernandez ramirez","Mexico","platanal","Typica","Semi-washed / Semi-pulped","7.5","7.5","7.25","7.25","7.5","7.5",10,10,10,"7.42","0.13",2,0,"None",981,981,981
"81.92","Arabica","saul m. hernandez ramirez","Mexico","texpanco","Mundo Novo","Washed / Wet","7.5","7.42","7.25","7.5","7.33","7.33",10,10,10,"7.58","0.14",2,0,"None",690,690,690
"81.92","Arabica","juan hermilio sampieri carcamo","Mexico","la laja","Other","Washed / Wet","7.33","7.58","7.17","7.58","7.42","7.33",10,10,10,"7.5","0.12",0,0,"Green",1650,1650,1650
"81.92","Arabica","modesto landeros flores","Mexico","mata larga","Bourbon","Washed / Wet","7.67","7.42","7.33","7.83","7.5","7.5","9.33",10,10,"7.33","0.12",0,0,"Green",1000,1000,1000
"81.92","Arabica","nucoffee","Brazil","sitío corrego da olaria/são caetano","Mundo Novo","Natural / Dry","7.42","7.58","7.25","7.5","7.33","7.5",10,10,10,"7.33","0.12",0,0,"Green",1100,1100,1100
"81.92","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.67","7.33","7.33","7.58","7.33","7.33",10,10,10,"7.33","0.09",0,0,"NA",1600,1600,1600
"81.83","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","Bourbon","Washed / Wet","7.42","7.5","7.25","7.5","7.33","7.42",10,10,10,"7.42","0.1",1,0,"Green","157.8864","157.8864","157.8864"
"81.83","Arabica","troy quimby","Costa Rica","estate la patricia","Catuai","Pulped natural / honey","7.25","7.33","7.5","7.33","7.67","7.42",10,10,10,"7.33",0,1,0,"Green",1900,1900,1900
"81.83","Arabica","gabriel barbara","Brazil","helena","Mundo Novo","Natural / Dry","7.42","7.5","7.42","7.5","7.42","7.25",10,10,10,"7.33","0.11",0,1,"Green",973,973,973
"81.83","Arabica","aulia arif syahri","Indonesia","mudar","Other","Other","7.75","7.83","7.58","7.75","7.92","7.83",10,10,10,"5.17","0.11",0,1,"Green",1250,1250,1250
"81.83","Arabica","juan luis alvarado romero","Guatemala","chapultepec","Bourbon","Washed / Wet","7.58","7.5","7.33","7.42","7.58","7.25",10,10,10,"7.17","0.1",2,0,"Green",3280,3280,3280
"81.83","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.17","7.58","6.83","7.5","7.75","7.25",10,10,10,"7.75",0,0,0,"Green",1,1,1
"81.83","Arabica","ipanema coffees","Brazil","rio verde","Yellow Bourbon","Natural / Dry","7.58",7,"6.92","6.92","7.67","7.5",10,10,10,"8.25",0,0,0,"Green",1,1,1
"81.83","Arabica","u mg mg","Myanmar","wat-ka-bu","Catuai","Washed / Wet","7.33","7.58","7.5","7.42","7.33","7.33",10,10,10,"7.33",0,0,0,"Green",4001,4001,4001
"81.83","Arabica","viridiana","Mexico","rancho bonito","Catuai","Washed / Wet","7.58","7.5","7.33","7.5","7.17","7.33",10,10,10,"7.42","0.11",0,0,"Green",1350,1500,1425
"81.83","Arabica","cadexsa","Honduras","cerro bueno","Catuai","Washed / Wet","7.5","7.5","7.33","7.5","7.42","7.25",10,10,10,"7.33","0.12",0,0,"Green",1400,1400,1400
"81.83","Arabica","cafetalera internacional cafinter, s.a.","Costa Rica","el patalillo","Caturra","Washed / Wet","7.67","7.5","7.5","7.25","7.08","7.42",10,10,10,"7.42","0.09",0,0,"Green",1200,1400,1300
"81.83","Arabica","lin, che-hao krude 林哲豪","Taiwan","gao chun fang 高醇坊","Typica","Washed / Wet","7.67","7.33","7.17","7.25","7.75","7.33",10,10,10,"7.33",0,0,0,"Green",700,700,700
"81.83","Arabica","essencecoffee","Indonesia","dozen small farmer","Typica","Other","7.42","7.42","7.42","7.33","7.42","7.42",10,10,10,"7.42","0.11",2,0,"None",1300,1300,1300
"81.83","Arabica","afca","Malawi","kakoma","Gesha","Washed / Wet","7.58","7.42","7.33","7.33","7.33","7.42",10,10,10,"7.42","0.13",0,0,"Green",1556,1556,1556
"81.83","Arabica","ipanema coffees","Brazil","rio verde","Bourbon","Natural / Dry","7.33","7.58","7.25","7.17","7.83","7.33",10,10,10,"7.33","0.11",0,0,"Green",1100,1100,1100
"81.83","Arabica","NA","Honduras","gran manzana y el aguacate","Caturra","Natural / Dry","7.5","7.5","7.33","7.33","7.33","7.33",10,10,10,"7.5","0.1",0,0,"Green",1350,1350,1350
"81.83","Arabica","kurt kappeli","Mexico","various","Typica","Washed / Wet","7.42","7.42","7.25","7.5","7.33","7.42",10,10,10,"7.5","0.11",0,0,"Green",1550,1550,1550
"81.83","Arabica","racafe & cia s.c.a","Colombia","NA","Caturra","Washed / Wet","7.5","7.5",7,"7.42","7.5","7.58",10,10,10,"7.33",0,2,0,"Bluish-Green",1600,1950,1775
"81.83","Arabica","kona pacific farmers cooperative","United States (Hawaii)","NA","Hawaiian Kona","Natural / Dry","7.83","7.83","7.83",8,"7.83","7.83",10,"6.67",10,8,0,1,0,"Bluish-Green","NA","NA","NA"
"81.83","Arabica","jacques pereira carneiro","Brazil","sertao farm","Bourbon","Semi-washed / Semi-pulped","7.75","7.75","7.5","7.42","7.83","7.75","9.33","9.33","9.33","7.83","0.12",0,0,"Bluish-Green",1250,1250,1250
"81.83","Arabica","juan luis alvarado romero","Guatemala","el sacramento","Bourbon","Washed / Wet","7.83","7.67","7.33","7.33","7.67","7.83","9.33",10,"9.33","7.5","0.11",0,0,"Green","1310.64","1310.64","1310.64"
"81.83","Arabica","christina dusing","Mexico","finca muxbal","Bourbon","Washed / Wet","7.83","7.33","7.25","7.58","7.25","7.33",10,10,10,"7.25","0.12",0,0,"Green",1500,1500,1500
"81.83","Arabica","jorge francisco martinez hachity","Mexico","el deseo","Typica","Semi-washed / Semi-pulped","7.33","7.33","7.25","7.5","7.5","7.5",10,10,10,"7.42","0.12",0,0,"Green",1250,1250,1250
"81.83","Arabica","nucoffee","Brazil","cianorte","Mundo Novo","NA","7.33","7.67","7.25","7.5","7.5","7.25",10,10,10,"7.33","0.02",0,0,"NA",900,950,925
"81.83","Arabica","exportadora de cafe condor s.a","Colombia","NA","NA","NA","7.58","7.5","7.17","7.58","7.33","7.33",10,10,10,"7.33","0.05",0,0,"NA",1600,1800,1700
"81.83","Arabica","kona pacific farmers cooperative","United States (Hawaii)","kona pacific farmers cooperative","NA","NA","7.25","7.58","7.83","7.67","7.75","7.75","9.33","9.33",10,"7.33","0.02",3,0,"NA","NA","NA","NA"
"81.75","Arabica","juan luis alvarado romero","Guatemala","las merceditas","Bourbon","Washed / Wet","7.5","7.5","7.25","7.42","7.42","7.33",10,10,10,"7.33","0.11",0,1,"Green",1700,1700,1700
"81.75","Arabica","sunvirtue co., ltd.","Vietnam","apollo estate","Caturra","Washed / Wet",7,"7.08","7.33","7.5","7.5","7.33",10,10,10,8,"0.12",0,0,"Bluish-Green",1040,1040,1040
"81.75","Arabica","ngorogoro convenant estate","Tanzania, United Republic Of","ngorogoro convenant estate","Other","Washed / Wet","7.42","7.42","7.42","7.42","7.33","7.33",10,10,10,"7.42","0.12",0,0,"Bluish-Green",1500,1700,1600
"81.75","Arabica","cafe politico","Brazil","NA","NA","Natural / Dry","7.17","7.25","7.17","7.25","7.42","8.25",10,10,10,"7.25","0.1",0,0,"Bluish-Green","NA","NA","NA"
"81.75","Arabica","saul m. hernandez ramirez","Mexico","los magueyes","Bourbon","Washed / Wet","7.5","7.5","7.33","7.42","7.25","7.25",10,10,10,"7.5","0.13",2,0,"None",774,774,774
"81.75","Arabica","sergio landa alarcon","Mexico","finca tepictla","Mundo Novo","Washed / Wet","7.42","7.5","7.17","7.67","7.33","7.42",10,10,10,"7.25","0.13",0,0,"Green",1250,1250,1250
"81.75","Arabica","diego manuel woolrich ramirez","Mexico","arroyo triste, arroyo triste, san jose vista hermosa","Typica","Washed / Wet","7.42","7.5","7.33","7.58","7.33","7.33",10,10,10,"7.25","0.11",0,0,"Green",1100,1100,1100
"81.75","Arabica","armando luis pohlenz martinez","Mexico","NA","Caturra","Washed / Wet","7.33","7.42","7.33","7.67","7.42","7.25",10,10,10,"7.33","0.12",10,0,"Green",1550,1550,1550
"81.75","Arabica","enrique eduardo lopez aguilar","Mexico","santa cruz - pante doña graciela","Typica","Washed / Wet","7.5","7.42","7.25","7.33","7.67","7.25",10,10,10,"7.33","0.12",0,0,"NA",1650,1650,1650
"81.75","Arabica","exportadora de cafe condor s.a","Colombia","NA","Caturra","Washed / Wet","7.33","7.42","7.33","7.33","7.5","7.67",10,10,10,"7.17",0,0,0,"Green",1750,1750,1750
"81.75","Arabica","racafe & cia s.c.a","Colombia","NA","NA","NA","7.42","7.58","6.92","7.08","7.25",8,10,10,10,"7.5","0.08",0,0,"NA",1600,1950,1775
"81.67","Arabica","ipanema coffees","Brazil","fazenda capoeirnha","Bourbon","Natural / Dry","7.42","7.5","7.25","7.5","7.5","7.25",10,10,10,"7.25","0.11",0,0,"Green",890,890,890
"81.67","Arabica","juan luis alvarado romero","Guatemala","las merceditas","Bourbon","Washed / Wet","7.42","7.42","7.08","7.42","7.33","7.42",10,10,10,"7.58","0.1",0,0,"Green",1700,1700,1700
"81.67","Arabica","juan luis alvarado romero","Guatemala","la esmeralda","Bourbon","Washed / Wet","7.42","7.33","7.17","7.67","7.33","7.42",10,10,10,"7.33","0.12",0,1,"Green","1219.2","1219.2","1219.2"
"81.67","Arabica","cadexsa","Honduras","bethel","Catuai","Washed / Wet","7.58","7.5","7.33","7.33","7.42","7.25",10,10,10,"7.25","0.11",0,0,"Blue-Green",1450,1450,1450
"81.67","Arabica","taylor winch (coffee) ltd.","Tanzania, United Republic Of","ngima","NA","NA","7.17","7.33","7.33","7.42","7.5","7.33",10,10,10,"7.58",0,0,0,"Green",1800,1800,1800
